Date,GOOG,AMZN,MSFT,AAPL,BLK,JPM,IAU
2014-04-21,527.1726684570312,330.8699951171875,39.939998626708984,18.97035789489746,305.8800048828125,55.029998779296875,25.020000457763672
2014-04-22,533.345703125,329.32000732421875,39.9900016784668,18.989286422729492,308.2699890136719,55.810001373291016,24.899999618530273
2014-04-23,525.4972534179688,324.5799865722656,39.689998626708984,18.741071701049805,307.6000061035156,56.04999923706055,24.920000076293945
2014-04-24,523.7221069335938,337.1499938964844,39.86000061035156,20.27750015258789,303.6199951171875,56.189998626708984,25.079999923706055
2014-04-25,514.7667236328125,303.8299865722656,39.90999984741211,20.426429748535156,300.45001220703125,55.70000076293945,25.239999771118164
2014-04-28,515.7340698242188,296.5799865722656,40.869998931884766,21.217500686645508,298.5,55.4900016784668,25.139999389648438
2014-04-29,526.2551879882812,300.3800048828125,40.5099983215332,21.15464210510254,300.5,56.099998474121094,25.1200008392334
2014-04-30,525.218017578125,304.1300048828125,40.400001525878906,21.074642181396484,301.0,55.97999954223633,25.0
2014-05-01,529.8952026367188,307.8900146484375,40.0,21.124286651611328,301.04998779296875,55.720001220703125,24.920000076293945
2014-05-02,526.4845581054688,308.010009765625,39.689998626708984,21.163570404052734,299.0,55.58000183105469,25.15999984741211
2014-05-05,526.3648681640625,310.04998779296875,39.43000030517578,21.46285629272461,298.5,54.220001220703125,25.420000076293945
2014-05-06,513.7295532226562,297.3800048828125,39.060001373291016,21.22892951965332,296.30999755859375,53.34000015258789,25.34000015258789
2014-05-07,508.5637512207031,292.7099914550781,39.41999816894531,21.15464210510254,299.0,54.04999923706055,24.979999542236328
2014-05-08,509.60089111328125,288.32000732421875,39.63999938964844,20.999643325805664,300.3800048828125,54.36000061035156,25.0
2014-05-09,517.3097534179688,292.239990234375,39.540000915527344,20.91214370727539,302.3399963378906,54.0099983215332,25.0
2014-05-12,528.4691162109375,302.8599853515625,39.970001220703125,21.172500610351562,304.5799865722656,54.650001525878906,25.139999389648438
2014-05-13,531.6304321289062,304.6400146484375,40.41999816894531,21.205713272094727,302.9599914550781,54.619998931884766,25.079999923706055
2014-05-14,525.2080688476562,297.6199951171875,40.2400016784668,21.20964241027832,301.79998779296875,54.36000061035156,25.31999969482422
2014-05-15,518.5562744140625,295.19000244140625,39.599998474121094,21.029285430908203,297.0199890136719,53.5099983215332,25.1200008392334
2014-05-16,519.2045288085938,297.70001220703125,39.83000183105469,21.339643478393555,297.5299987792969,53.310001373291016,25.079999923706055
2014-05-19,527.4119873046875,296.760009765625,39.75,21.592500686645508,299.0,53.83000183105469,25.059999465942383
2014-05-20,528.3195190429688,301.19000244140625,39.68000030517578,21.596786499023438,296.42999267578125,53.720001220703125,25.079999923706055
2014-05-21,537.4644165039062,305.010009765625,40.349998474121094,21.653928756713867,299.8999938964844,54.119998931884766,25.020000457763672
2014-05-22,543.567626953125,304.9100036621094,40.099998474121094,21.688213348388672,300.57000732421875,54.54999923706055,25.079999923706055
2014-05-23,551.1867065429688,312.239990234375,40.119998931884766,21.93321418762207,300.69000244140625,54.529998779296875,25.059999465942383
2014-05-27,564.4004516601562,310.82000732421875,40.189998626708984,22.343929290771484,304.6300048828125,55.13999938964844,24.520000457763672
2014-05-28,560.1421508789062,310.1600036621094,40.0099983215332,22.28607177734375,301.4700012207031,55.45000076293945,24.3799991607666
